event_id,customer_id,event_type,event_time,campaign
83544,1298,click,2024-08-09,Welcome
83545,1763,sent,2024-03-07,Webinar
83546,1150,open,2024-08-17,Promo_Q1
83547,1163,sent,2024-05-03,Promo_Q2
83548,1116,open,2024-07-20,Webinar
83549,1183,click,2024-08-06,Webinar
83550,1758,sent,2025-04-03,Reactivation
83551,1131,sent,2025-01-30,Welcome
83552,1367,click,2025-04-15,Promo_Q2
83553,1275,open,2024-07-29,Webinar
83554,1426,open,2025-04-21,Promo_Q2
83555,1509,click,2025-07-01,Promo_Q1
83556,1328,click,2024-06-09,Reactivation
83557,1637,sent,2025-02-18,Welcome
83558,1727,open,2024-02-03,Welcome
83559,1390,open,2024-10-27,Promo_Q1
83560,1271,sent,2024-03-31,Webinar
83561,1069,click,2025-04-25,Reactivation
83562,1457,sent,2024-08-27,Welcome
83563,1346,sent,2024-12-14,Promo_Q2
83564,1480,click,2024-12-01,Promo_Q1
83565,1256,sent,2024-03-01,Welcome
83566,1799,sent,2024-02-27,Webinar
83567,1774,open,2024-11-25,Reactivation
83568,1385,open,2024-06-30,Welcome
83569,1147,sent,2024-03-05,Webinar
83570,1527,click,2024-06-27,Webinar
83571,1339,sent,2024-04-20,Promo_Q1
83572,1177,sent,2024-01-23,Webinar
83573,1082,sent,2024-08-07,Promo_Q1
83574,1686,sent,2025-01-27,Promo_Q2
83575,1051,sent,2024-03-06,Promo_Q1
83576,1267,open,2024-12-03,Welcome
83577,1491,unsubscribe,2024-03-28,Promo_Q1
83578,1516,click,2024-02-09,Reactivation
83579,1492,click,2024-02-23,Promo_Q2
83580,1448,click,2024-05-01,Promo_Q1
83581,1257,sent,2024-09-25,Promo_Q2
83582,1009,sent,2024-09-13,Promo_Q1
83583,1321,open,2024-10-01,Webinar
83584,1372,open,2024-08-04,Webinar
83585,1785,sent,2025-05-22,Welcome
83586,1323,click,2025-05-25,Webinar
83587,1343,open,2025-01-14,Reactivation
83588,1257,click,2024-07-05,Webinar
83589,1148,sent,2024-04-16,Reactivation
83590,1192,sent,2025-02-06,Promo_Q1
83591,1124,open,2025-07-29,Promo_Q1
83592,1204,sent,2025-04-17,Reactivation
83593,1337,unsubscribe,2024-07-08,Welcome
83594,1085,click,2024-04-20,Webinar
83595,1472,open,2025-04-16,Reactivation
83596,1670,unsubscribe,2024-08-20,Webinar
83597,1407,sent,2024-12-03,Promo_Q2
83598,1535,open,2024-01-25,Welcome
83599,1120,sent,2025-04-10,Promo_Q1
83600,1056,sent,2024-04-26,Reactivation
83601,1401,sent,2025-03-16,Promo_Q2
83602,1514,sent,2025-01-15,Reactivation
83603,1362,sent,2024-08-26,Reactivation
83604,1728,sent,2024-11-03,Reactivation
83605,1033,open,2024-11-06,Reactivation
83606,1761,open,2024-05-09,Promo_Q1
83607,1749,sent,2024-03-15,Promo_Q1
83608,1620,sent,2025-04-12,Promo_Q1
83609,1271,open,2025-02-02,Welcome
83610,1800,open,2024-12-24,Promo_Q1
83611,1362,sent,2024-06-09,Webinar
83612,1674,click,2024-08-20,Promo_Q1
83613,1444,click,2024-03-25,Reactivation
83614,1470,open,2025-03-11,Reactivation
83615,1799,open,2024-01-09,Webinar
83616,1783,click,2024-01-02,Promo_Q2
83617,1148,click,2024-10-27,Reactivation
83618,1618,click,2024-07-17,Reactivation
83619,1471,click,2024-03-23,Promo_Q1
83620,1543,click,2025-02-21,Promo_Q1
83621,1258,open,2025-06-21,Reactivation
83622,1269,open,2024-06-10,Webinar
83623,1352,click,2024-12-13,Reactivation
83624,1369,sent,2025-03-05,Promo_Q1
83625,1400,sent,2024-12-21,Promo_Q1
83626,1783,open,2024-08-08,Promo_Q1
83627,1025,open,2024-11-16,Webinar
83628,1512,click,2025-02-22,Reactivation
83629,1332,sent,2025-06-28,Promo_Q1
83630,1540,click,2025-03-21,Promo_Q2
83631,1105,sent,2024-06-30,Promo_Q1
83632,1780,sent,2025-01-22,Welcome
83633,1725,sent,2025-06-12,Promo_Q2
83634,1460,click,2024-10-26,Promo_Q1
83635,1499,sent,2024-02-25,Welcome
83636,1438,sent,2025-01-04,Webinar
83637,1186,click,2024-12-15,Welcome
83638,1369,sent,2024-03-18,Reactivation
83639,1144,sent,2024-05-18,Reactivation
83640,1702,sent,2025-01-22,Webinar
83641,1074,click,2025-07-15,Webinar
83642,1500,click,2024-04-10,Webinar
83643,1091,open,2024-12-20,Welcome
83644,1052,sent,2024-09-30,Welcome
83645,1798,click,2024-07-14,Webinar
83646,1609,sent,2025-06-11,Welcome
83647,1016,open,2025-06-24,Reactivation
83648,1138,open,2024-04-04,Promo_Q1
83649,1655,click,2025-02-11,Promo_Q2
83650,1794,click,2025-03-22,Webinar
83651,1189,open,2025-06-16,Reactivation
83652,1527,open,2024-02-12,Welcome
83653,1646,click,2025-06-21,Promo_Q2
83654,1621,click,2024-05-22,Webinar
83655,1129,open,2025-05-10,Welcome
83656,1114,click,2025-04-22,Welcome
83657,1087,sent,2025-04-02,Promo_Q2
83658,1226,open,2024-06-18,Welcome
83659,1675,sent,2025-03-14,Promo_Q2
83660,1124,open,2024-05-31,Reactivation
83661,1619,sent,2024-06-27,Webinar
83662,1129,open,2025-04-16,Welcome
83663,1345,sent,2024-12-03,Promo_Q1
83664,1294,sent,2024-06-22,Promo_Q2
83665,1464,click,2025-02-07,Reactivation
83666,1751,sent,2025-05-09,Promo_Q1
83667,1553,open,2024-11-17,Webinar
83668,1140,sent,2024-05-06,Reactivation
83669,1448,open,2024-11-30,Promo_Q2
83670,1138,open,2024-12-03,Reactivation
83671,1667,sent,2024-12-30,Reactivation
83672,1504,sent,2025-03-26,Reactivation
83673,1746,sent,2025-07-19,Webinar
83674,1455,open,2024-03-04,Promo_Q1
83675,1326,sent,2024-04-20,Reactivation
83676,1557,sent,2025-04-15,Welcome
83677,1779,open,2024-11-01,Reactivation
83678,1766,open,2025-03-06,Reactivation
83679,1792,open,2024-08-28,Webinar
83680,1313,click,2025-04-29,Webinar
83681,1552,open,2024-08-31,Webinar
83682,1293,open,2025-06-30,Webinar
83683,1771,open,2024-08-13,Reactivation
83684,1580,open,2024-06-11,Reactivation
83685,1377,open,2024-02-28,Promo_Q2
83686,1745,click,2025-05-04,Webinar
83687,1606,click,2025-07-01,Promo_Q2
83688,1719,sent,2025-05-31,Promo_Q1
83689,1301,click,2025-03-14,Webinar
83690,1287,click,2024-09-06,Promo_Q1
83691,1293,unsubscribe,2024-06-26,Welcome
83692,1114,sent,2024-06-13,Reactivation
83693,1555,open,2025-03-14,Reactivation
83694,1085,open,2024-07-17,Promo_Q2
83695,1099,sent,2025-03-29,Reactivation
83696,1772,open,2025-07-20,Promo_Q1
83697,1199,click,2024-04-18,Reactivation
83698,1634,open,2024-03-06,Webinar
83699,1541,sent,2024-03-09,Welcome
83700,1611,sent,2024-02-04,Promo_Q2
83701,1608,open,2025-02-02,Promo_Q2
83702,1512,sent,2024-12-08,Promo_Q2
83703,1756,sent,2024-11-21,Webinar
83704,1139,open,2024-12-01,Reactivation
83705,1498,sent,2024-02-10,Webinar
83706,1289,click,2024-06-17,Promo_Q1
83707,1437,click,2024-06-02,Reactivation
83708,1745,click,2024-10-03,Webinar
83709,1633,open,2025-05-22,Promo_Q1
83710,1529,open,2025-07-14,Promo_Q1
83711,1652,click,2024-12-19,Webinar
83712,1513,sent,2024-05-22,Webinar
83713,1184,open,2024-08-07,Welcome
83714,1023,open,2024-07-06,Webinar
83715,1519,sent,2024-04-27,Promo_Q2
83716,1334,click,2025-07-18,Reactivation
83717,1492,open,2024-03-16,Promo_Q1
83718,1565,open,2024-11-22,Promo_Q2
83719,1744,sent,2025-04-05,Promo_Q2
83720,1775,sent,2025-06-26,Promo_Q1
83721,1462,click,2024-04-25,Reactivation
83722,1610,sent,2024-04-20,Welcome
83723,1194,unsubscribe,2024-10-13,Welcome
83724,1253,click,2024-08-09,Promo_Q2
83725,1209,sent,2024-05-23,Promo_Q2
83726,1074,sent,2024-02-24,Webinar
83727,1437,sent,2024-07-29,Welcome
83728,1517,sent,2024-06-11,Welcome
83729,1357,sent,2024-04-09,Reactivation
83730,1676,sent,2024-07-31,Webinar
83731,1366,open,2024-02-17,Promo_Q1
83732,1122,unsubscribe,2025-06-13,Promo_Q1
83733,1651,sent,2024-12-11,Reactivation
83734,1448,sent,2024-10-03,Promo_Q1
83735,1149,click,2024-03-15,Welcome
83736,1388,sent,2025-03-24,Promo_Q2
83737,1345,sent,2024-02-13,Webinar
83738,1489,sent,2025-07-22,Promo_Q1
83739,1547,sent,2025-05-01,Promo_Q1
83740,1035,open,2024-09-28,Promo_Q1
83741,1167,sent,2025-01-22,Promo_Q1
83742,1077,open,2024-02-21,Promo_Q2
83743,1377,open,2024-10-08,Promo_Q2
83744,1428,click,2025-04-17,Reactivation
83745,1744,open,2024-02-15,Welcome
83746,1307,sent,2024-05-05,Promo_Q1
83747,1248,open,2025-03-24,Reactivation
83748,1294,click,2024-09-21,Welcome
83749,1554,sent,2025-01-18,Promo_Q2
83750,1173,sent,2025-04-17,Promo_Q1
83751,1030,click,2024-03-24,Promo_Q2
83752,1163,click,2024-09-27,Promo_Q1
83753,1028,sent,2024-11-20,Promo_Q2
83754,1425,open,2024-12-20,Reactivation
83755,1362,sent,2025-05-04,Reactivation
83756,1173,open,2024-10-01,Promo_Q2
83757,1304,click,2024-07-02,Promo_Q2
83758,1666,click,2025-04-07,Webinar
83759,1738,sent,2025-06-01,Promo_Q1
83760,1637,open,2024-07-25,Webinar
83761,1669,sent,2025-02-23,Promo_Q2
83762,1706,open,2024-05-02,Reactivation
83763,1326,sent,2024-02-21,Promo_Q1
83764,1304,unsubscribe,2024-08-05,Reactivation
83765,1775,open,2024-08-22,Promo_Q2
83766,1587,sent,2024-03-06,Webinar
83767,1123,open,2024-02-29,Promo_Q1
83768,1080,sent,2025-02-11,Webinar
83769,1646,sent,2025-02-18,Promo_Q1
83770,1421,sent,2024-02-11,Reactivation
83771,1393,sent,2024-10-19,Welcome
83772,1259,sent,2024-11-18,Promo_Q1
83773,1437,open,2024-10-14,Promo_Q2
83774,1605,open,2025-07-18,Promo_Q1
83775,1117,open,2024-09-21,Promo_Q2
83776,1168,sent,2024-11-10,Welcome
83777,1529,open,2024-06-27,Welcome
83778,1382,sent,2024-05-25,Reactivation
83779,1742,open,2025-04-17,Reactivation
83780,1364,click,2025-06-19,Welcome
83781,1011,open,2024-07-04,Promo_Q1
83782,1061,open,2025-05-04,Promo_Q1
83783,1386,open,2024-08-31,Reactivation
83784,1245,open,2024-10-29,Promo_Q1
83785,1070,sent,2024-04-12,Promo_Q1
83786,1753,open,2024-12-03,Promo_Q1
83787,1329,open,2025-07-03,Promo_Q1
83788,1384,click,2024-01-30,Promo_Q2
83789,1706,sent,2024-05-30,Reactivation
83790,1169,open,2025-02-04,Welcome
83791,1232,open,2024-06-04,Welcome
83792,1094,open,2024-07-31,Promo_Q2
83793,1644,sent,2024-06-16,Reactivation
83794,1459,sent,2025-07-12,Promo_Q2
83795,1519,sent,2024-10-08,Reactivation
83796,1594,open,2024-03-18,Promo_Q2
83797,1136,open,2024-03-11,Promo_Q1
83798,1591,sent,2024-06-28,Promo_Q2
83799,1442,click,2024-08-19,Promo_Q2
83800,1522,open,2024-06-15,Webinar
83801,1110,sent,2024-11-13,Reactivation
83802,1763,sent,2025-05-18,Promo_Q1
83803,1194,sent,2025-03-30,Promo_Q2
83804,1618,open,2024-11-30,Promo_Q1
83805,1719,open,2025-02-21,Reactivation
83806,1150,click,2025-01-17,Welcome
83807,1226,sent,2024-02-08,Webinar
83808,1323,sent,2025-01-01,Webinar
83809,1260,sent,2025-05-18,Reactivation
83810,1601,sent,2025-04-23,Webinar
83811,1069,sent,2024-09-28,Welcome
83812,1309,open,2024-07-07,Promo_Q1
83813,1383,open,2024-08-06,Promo_Q2
83814,1485,open,2024-11-22,Reactivation
83815,1183,sent,2024-08-24,Reactivation
83816,1559,open,2024-07-20,Webinar
83817,1795,open,2024-03-09,Promo_Q2
83818,1658,sent,2024-03-02,Webinar
83819,1444,sent,2024-01-17,Webinar
83820,1633,sent,2025-07-27,Promo_Q1
83821,1579,sent,2024-07-28,Promo_Q1
83822,1514,click,2024-02-11,Webinar
83823,1395,sent,2024-11-23,Welcome
83824,1757,sent,2025-01-24,Reactivation
83825,1101,sent,2025-01-27,Welcome
83826,1141,sent,2025-07-13,Reactivation
83827,1168,open,2024-05-03,Promo_Q2
83828,1390,open,2025-05-31,Promo_Q2
83829,1524,open,2025-06-06,Welcome
83830,1487,open,2024-09-21,Webinar
83831,1555,click,2025-07-03,Webinar
83832,1072,open,2024-04-26,Promo_Q2
83833,1329,click,2024-07-14,Webinar
83834,1516,sent,2025-03-14,Promo_Q1
83835,1165,click,2025-06-29,Promo_Q2
83836,1676,open,2024-02-14,Reactivation
83837,1032,click,2025-01-23,Reactivation
83838,1185,open,2025-06-28,Webinar
83839,1140,sent,2024-02-29,Reactivation
83840,1287,click,2024-04-15,Reactivation
83841,1495,sent,2025-01-25,Welcome
83842,1680,open,2024-12-30,Welcome
83843,1363,sent,2024-06-21,Reactivation
83844,1423,click,2025-06-24,Promo_Q2
83845,1575,open,2024-08-11,Reactivation
83846,1733,click,2024-07-15,Promo_Q1
83847,1240,sent,2025-04-30,Promo_Q2
83848,1311,open,2024-11-20,Promo_Q1
83849,1219,open,2024-09-12,Promo_Q1
83850,1395,click,2024-11-10,Webinar
83851,1353,open,2025-02-17,Welcome
83852,1241,open,2024-02-18,Webinar
83853,1210,click,2024-07-11,Promo_Q1
83854,1684,sent,2025-05-11,Webinar
83855,1532,open,2025-02-26,Webinar
83856,1096,open,2024-02-12,Promo_Q2
83857,1357,sent,2024-09-22,Webinar
83858,1027,open,2024-06-26,Promo_Q2
83859,1294,sent,2025-04-02,Webinar
83860,1343,open,2024-03-23,Webinar
83861,1354,open,2024-03-24,Promo_Q1
83862,1076,open,2025-03-03,Promo_Q1
83863,1779,sent,2025-07-23,Reactivation
83864,1676,sent,2024-08-13,Reactivation
83865,1231,open,2025-05-13,Promo_Q2
83866,1702,open,2024-08-17,Promo_Q1
83867,1380,sent,2025-01-13,Reactivation
83868,1784,open,2024-10-07,Webinar
83869,1042,sent,2025-03-04,Promo_Q1
83870,1415,open,2024-02-03,Webinar
83871,1233,sent,2024-11-13,Webinar
83872,1525,open,2025-07-30,Promo_Q2
83873,1548,click,2025-03-09,Promo_Q1
83874,1075,click,2024-05-12,Webinar
83875,1651,open,2024-06-25,Promo_Q2
83876,1636,open,2025-02-01,Welcome
83877,1304,click,2024-03-26,Welcome
83878,1250,open,2024-01-05,Webinar
83879,1404,open,2025-03-21,Webinar
83880,1669,click,2024-12-11,Welcome
83881,1531,click,2025-01-23,Reactivation
83882,1637,open,2024-01-13,Promo_Q2
83883,1478,sent,2024-08-06,Webinar
83884,1390,open,2024-11-02,Welcome
83885,1209,sent,2025-02-06,Welcome
83886,1639,open,2025-05-02,Welcome
83887,1466,open,2024-06-14,Welcome
83888,1612,open,2025-06-07,Welcome
83889,1764,click,2025-01-22,Welcome
83890,1402,sent,2024-08-17,Webinar
83891,1747,open,2025-01-16,Promo_Q2
83892,1204,open,2025-01-16,Welcome
83893,1298,sent,2024-05-03,Welcome
83894,1572,sent,2024-01-04,Welcome
83895,1256,open,2024-03-11,Welcome
83896,1056,sent,2025-07-05,Welcome
83897,1259,click,2025-05-10,Promo_Q1
83898,1495,unsubscribe,2024-04-09,Promo_Q1
83899,1466,sent,2025-01-15,Welcome
83900,1679,open,2025-06-12,Welcome
83901,1043,sent,2025-06-12,Reactivation
83902,1412,sent,2024-11-21,Reactivation
83903,1137,click,2025-02-21,Promo_Q2
83904,1340,sent,2024-08-15,Promo_Q1
83905,1274,open,2024-02-11,Webinar
83906,1345,open,2024-11-01,Promo_Q2
83907,1762,open,2024-07-02,Promo_Q2
83908,1021,sent,2024-08-22,Welcome
83909,1154,open,2024-04-10,Welcome
83910,1535,sent,2025-02-28,Webinar
83911,1501,sent,2025-07-01,Reactivation
83912,1781,sent,2025-02-08,Welcome
83913,1181,unsubscribe,2024-10-11,Promo_Q1
83914,1758,sent,2024-08-29,Webinar
83915,1696,click,2024-11-13,Webinar
83916,1652,sent,2025-01-10,Welcome
83917,1507,open,2024-03-14,Webinar
83918,1484,click,2025-04-01,Reactivation
83919,1003,open,2024-01-04,Welcome
83920,1654,sent,2025-05-02,Reactivation
83921,1675,sent,2024-10-16,Reactivation
83922,1354,click,2024-09-07,Promo_Q1
83923,1744,open,2024-03-10,Welcome
83924,1158,open,2024-12-03,Promo_Q1
83925,1583,sent,2024-02-21,Promo_Q1
83926,1706,open,2025-05-14,Webinar
83927,1538,open,2024-06-23,Promo_Q2
83928,1465,open,2024-04-09,Welcome
83929,1174,sent,2024-05-24,Reactivation
83930,1698,open,2024-11-03,Webinar
83931,1498,open,2024-11-19,Promo_Q1
83932,1416,open,2024-07-14,Promo_Q1
83933,1625,sent,2025-03-30,Welcome
83934,1240,sent,2024-08-06,Webinar
83935,1202,open,2024-09-09,Reactivation
83936,1740,open,2024-03-16,Promo_Q1
83937,1322,open,2024-03-19,Webinar
83938,1654,sent,2024-02-28,Reactivation
83939,1138,click,2024-03-25,Webinar
83940,1104,sent,2025-06-03,Promo_Q1
83941,1320,open,2025-01-30,Promo_Q1
83942,1631,click,2025-01-22,Reactivation
83943,1789,open,2024-03-25,Webinar
83944,1709,sent,2024-10-26,Promo_Q1
83945,1777,sent,2024-10-08,Webinar
83946,1649,click,2024-06-14,Welcome
83947,1402,open,2024-06-04,Reactivation
83948,1120,open,2025-03-15,Promo_Q2
83949,1069,open,2024-06-21,Reactivation
83950,1062,open,2024-12-07,Promo_Q1
83951,1656,click,2025-06-14,Webinar
83952,1738,click,2024-10-23,Reactivation
83953,1121,sent,2024-12-14,Promo_Q2
83954,1516,open,2025-05-20,Welcome
83955,1405,open,2025-02-20,Promo_Q1
83956,1631,click,2024-01-08,Webinar
83957,1370,sent,2024-03-24,Welcome
83958,1101,click,2024-06-04,Promo_Q1
83959,1232,open,2024-09-05,Reactivation
83960,1172,open,2024-06-08,Reactivation
83961,1718,sent,2024-09-23,Promo_Q2
83962,1219,open,2025-03-28,Welcome
83963,1625,sent,2025-07-15,Reactivation
83964,1332,open,2024-12-29,Promo_Q2
83965,1248,click,2025-05-17,Webinar
83966,1162,click,2024-07-17,Webinar
83967,1772,open,2024-03-19,Welcome
83968,1492,open,2025-04-25,Webinar
83969,1307,sent,2025-03-21,Reactivation
83970,1746,sent,2024-05-16,Webinar
83971,1416,sent,2024-11-06,Reactivation
83972,1570,open,2025-07-27,Promo_Q2
83973,1150,sent,2025-07-14,Reactivation
83974,1019,sent,2024-09-17,Reactivation
83975,1730,sent,2024-06-12,Welcome
83976,1020,open,2024-06-18,Webinar
83977,1356,open,2025-05-21,Reactivation
83978,1756,open,2025-01-21,Welcome
83979,1014,open,2024-12-11,Welcome
83980,1788,open,2024-06-03,Welcome
83981,1301,click,2024-08-22,Promo_Q1
83982,1303,sent,2024-11-17,Welcome
83983,1239,open,2024-10-27,Welcome
83984,1031,open,2024-01-31,Reactivation
83985,1100,open,2024-10-07,Welcome
83986,1463,open,2024-12-18,Welcome
83987,1558,open,2025-03-30,Promo_Q1
83988,1407,click,2024-03-15,Promo_Q1
83989,1553,sent,2025-04-20,Welcome
83990,1095,open,2024-02-23,Welcome
83991,1594,sent,2024-10-15,Reactivation
83992,1109,click,2024-02-18,Reactivation
83993,1159,click,2025-04-16,Promo_Q1
83994,1047,click,2024-09-24,Reactivation
83995,1356,open,2024-12-24,Webinar
83996,1530,sent,2024-10-14,Promo_Q2
83997,1202,click,2024-09-23,Promo_Q1
83998,1263,click,2024-04-15,Promo_Q1
83999,1550,open,2025-06-28,Reactivation
84000,1685,click,2025-02-24,Promo_Q2
84001,1028,open,2024-11-23,Promo_Q2
84002,1018,unsubscribe,2024-04-28,Welcome
84003,1009,click,2024-08-19,Promo_Q1
84004,1528,sent,2024-07-16,Welcome
84005,1318,open,2025-03-11,Reactivation
84006,1040,sent,2024-04-21,Promo_Q2
84007,1473,sent,2025-01-20,Welcome
84008,1613,open,2025-06-04,Promo_Q2
84009,1094,sent,2025-04-28,Welcome
84010,1058,click,2024-07-14,Welcome
84011,1709,sent,2024-03-28,Promo_Q2
84012,1618,sent,2024-07-28,Reactivation
84013,1350,click,2024-08-15,Webinar
84014,1275,sent,2024-11-06,Webinar
84015,1718,sent,2024-01-27,Promo_Q1
84016,1539,open,2024-10-21,Webinar
84017,1286,sent,2024-12-15,Promo_Q2
84018,1045,sent,2025-06-27,Promo_Q1
84019,1415,open,2025-02-22,Webinar
84020,1036,sent,2024-01-17,Webinar
84021,1306,click,2024-04-11,Welcome
84022,1038,sent,2024-10-01,Welcome
84023,1239,sent,2025-07-17,Webinar
84024,1586,open,2024-12-12,Promo_Q1
84025,1784,click,2025-05-02,Promo_Q2
84026,1691,sent,2024-02-29,Webinar
84027,1459,sent,2024-09-09,Promo_Q2
84028,1167,open,2024-01-13,Promo_Q1
84029,1763,open,2024-05-23,Reactivation
84030,1213,sent,2025-04-13,Promo_Q1
84031,1732,sent,2024-12-25,Reactivation
84032,1759,click,2024-06-11,Welcome
84033,1663,click,2025-04-30,Promo_Q2
84034,1366,sent,2025-02-28,Welcome
84035,1321,sent,2024-10-16,Promo_Q2
84036,1305,open,2024-01-26,Promo_Q1
84037,1182,sent,2025-06-06,Webinar
84038,1653,sent,2025-01-21,Webinar
84039,1083,sent,2025-04-14,Reactivation
84040,1664,sent,2025-06-23,Webinar
84041,1104,sent,2024-03-20,Promo_Q2
84042,1177,open,2025-03-10,Webinar
84043,1635,open,2024-03-30,Welcome
84044,1677,click,2024-10-24,Webinar
84045,1729,open,2025-02-23,Welcome
84046,1282,open,2024-10-27,Reactivation
84047,1366,sent,2024-09-29,Reactivation
84048,1480,click,2024-06-12,Promo_Q1
84049,1236,sent,2025-03-19,Promo_Q1
84050,1771,open,2024-02-21,Promo_Q1
84051,1617,sent,2024-05-13,Welcome
84052,1445,open,2024-01-27,Promo_Q1
84053,1683,click,2024-04-12,Reactivation
84054,1329,sent,2024-08-23,Webinar
84055,1577,sent,2024-01-18,Welcome
84056,1067,sent,2024-05-10,Promo_Q1
84057,1654,open,2024-01-24,Promo_Q1
84058,1448,open,2025-05-20,Reactivation
84059,1288,sent,2025-05-28,Webinar
84060,1708,sent,2025-02-07,Promo_Q2
84061,1188,open,2024-12-09,Webinar
84062,1613,sent,2025-04-04,Promo_Q1
84063,1405,click,2024-06-11,Promo_Q1
84064,1362,open,2025-03-04,Webinar
84065,1155,sent,2024-07-09,Webinar
84066,1645,unsubscribe,2024-09-12,Reactivation
84067,1579,open,2025-07-19,Promo_Q2
84068,1724,open,2025-05-03,Welcome
84069,1681,sent,2024-08-29,Welcome
84070,1108,sent,2025-06-06,Promo_Q2
84071,1002,sent,2024-02-26,Reactivation
84072,1043,click,2025-06-04,Webinar
84073,1129,click,2025-05-28,Promo_Q1
84074,1176,sent,2025-01-08,Promo_Q2
84075,1793,click,2024-07-06,Reactivation
84076,1090,sent,2025-04-19,Promo_Q2
84077,1252,sent,2024-06-06,Promo_Q1
84078,1095,sent,2024-03-23,Welcome
84079,1603,open,2024-11-14,Webinar
84080,1717,click,2024-03-15,Reactivation
84081,1481,open,2024-07-25,Welcome
84082,1345,open,2024-11-30,Promo_Q1
84083,1375,sent,2024-04-29,Promo_Q2
84084,1056,open,2024-08-26,Reactivation
84085,1059,open,2024-06-26,Reactivation
84086,1400,sent,2024-03-30,Welcome
84087,1742,click,2024-12-31,Welcome
84088,1090,sent,2024-12-12,Promo_Q1
84089,1054,open,2024-11-18,Welcome
84090,1763,open,2025-06-21,Reactivation
84091,1559,click,2025-06-18,Webinar
84092,1658,open,2024-11-26,Promo_Q1
84093,1209,open,2025-03-02,Promo_Q1
84094,1046,open,2025-04-09,Webinar
84095,1118,click,2024-03-04,Promo_Q1
84096,1217,click,2025-05-02,Promo_Q1
84097,1634,sent,2024-01-03,Welcome
84098,1154,click,2024-01-02,Promo_Q1
84099,1512,click,2024-06-28,Reactivation
84100,1530,sent,2025-04-02,Welcome
84101,1305,sent,2025-06-15,Promo_Q2
84102,1193,click,2024-08-18,Reactivation
84103,1158,open,2024-12-30,Promo_Q2
84104,1609,sent,2024-09-29,Welcome
84105,1153,sent,2024-06-10,Reactivation
84106,1793,sent,2025-05-15,Welcome
84107,1035,sent,2024-12-04,Promo_Q2
84108,1107,click,2025-02-01,Webinar
84109,1338,sent,2024-12-22,Promo_Q1
84110,1414,open,2024-02-18,Webinar
84111,1270,sent,2025-04-23,Webinar
84112,1675,open,2024-01-23,Welcome
84113,1546,sent,2025-02-02,Welcome
84114,1519,sent,2024-03-22,Promo_Q1
84115,1740,click,2024-11-11,Webinar
84116,1424,click,2024-03-14,Reactivation
84117,1188,sent,2025-07-13,Welcome
84118,1501,open,2024-09-06,Webinar
84119,1269,sent,2025-04-02,Promo_Q2
84120,1260,sent,2025-04-04,Welcome
84121,1048,open,2024-03-11,Promo_Q1
84122,1108,open,2024-11-22,Webinar
84123,1141,sent,2025-07-30,Welcome
84124,1727,click,2024-08-08,Promo_Q1
84125,1349,open,2024-02-25,Promo_Q1
84126,1545,sent,2025-03-17,Promo_Q2
84127,1535,open,2024-12-08,Promo_Q1
84128,1579,sent,2025-02-16,Welcome
84129,1672,sent,2024-11-02,Welcome
84130,1439,sent,2024-06-04,Reactivation
84131,1515,sent,2024-09-27,Webinar
84132,1124,sent,2024-12-03,Webinar
84133,1312,sent,2024-05-17,Promo_Q2
84134,1196,click,2025-05-07,Webinar
84135,1545,sent,2024-08-25,Promo_Q1
84136,1032,open,2025-02-16,Welcome
84137,1657,click,2025-06-28,Promo_Q1
84138,1585,open,2024-08-27,Webinar
84139,1773,open,2024-09-23,Reactivation
84140,1509,click,2024-04-15,Webinar
84141,1277,sent,2024-08-05,Promo_Q2
84142,1259,sent,2024-11-01,Welcome
84143,1231,open,2024-05-12,Promo_Q1
84144,1195,sent,2024-01-16,Webinar
84145,1293,open,2024-05-28,Welcome
84146,1236,sent,2025-01-28,Promo_Q1
84147,1545,unsubscribe,2025-05-10,Webinar
84148,1182,sent,2024-03-16,Webinar
84149,1771,open,2025-01-22,Webinar
84150,1688,sent,2024-07-15,Promo_Q2
84151,1658,unsubscribe,2024-06-22,Promo_Q2
84152,1643,sent,2024-09-06,Promo_Q1
84153,1605,click,2025-05-17,Promo_Q1
84154,1645,open,2024-12-01,Welcome
84155,1009,open,2025-01-04,Reactivation
84156,1204,open,2024-03-07,Welcome
84157,1528,sent,2024-03-10,Reactivation
84158,1585,open,2024-10-16,Webinar
84159,1690,sent,2025-02-18,Webinar
84160,1246,sent,2024-04-22,Welcome
84161,1509,click,2024-11-12,Promo_Q2
84162,1185,unsubscribe,2025-06-12,Promo_Q2
84163,1569,unsubscribe,2024-10-22,Promo_Q1
84164,1363,click,2024-10-04,Promo_Q1
84165,1086,click,2024-12-03,Welcome
84166,1017,click,2025-02-03,Promo_Q2
84167,1703,sent,2024-06-23,Webinar
84168,1195,sent,2024-07-12,Webinar
84169,1005,sent,2024-03-31,Promo_Q2
84170,1406,sent,2025-07-01,Welcome
84171,1175,click,2024-01-28,Promo_Q1
84172,1132,click,2024-09-22,Welcome
84173,1600,sent,2025-01-29,Promo_Q2
84174,1695,sent,2025-02-14,Welcome
84175,1800,sent,2024-12-27,Promo_Q2
84176,1110,open,2024-07-15,Welcome
84177,1578,click,2024-02-14,Reactivation
84178,1612,open,2025-06-21,Webinar
84179,1453,sent,2024-04-19,Reactivation
84180,1228,open,2025-06-08,Promo_Q2
84181,1744,sent,2024-05-10,Webinar
84182,1747,click,2024-02-10,Reactivation
