interaction_id,customer_id,date,type,owner
74263,1055,2024-04-19,chat,Rep_B
74264,1121,2024-06-18,email,Rep_C
74265,1217,2024-04-20,call,Rep_C
74266,1635,2024-01-12,chat,Rep_A
74267,1003,2024-06-04,call,Rep_D
74268,1092,2024-01-27,email,Rep_A
74269,1407,2024-03-30,call,Rep_A
74270,1676,2024-07-28,email,Rep_B
74271,1441,2024-01-12,email,Rep_D
74272,1631,2025-03-10,email,Rep_C
74273,1432,2025-04-04,email,Rep_C
74274,1061,2024-08-25,call,Rep_B
74275,1726,2025-07-22,call,Rep_A
74276,1473,2025-01-26,call,Rep_D
74277,1247,2025-03-05,meeting,Rep_A
74278,1747,2024-04-20,email,Rep_D
74279,1372,2025-04-28,call,Rep_A
74280,1289,2025-06-29,email,Rep_D
74281,1590,2024-05-16,call,Rep_A
74282,1024,2025-01-31,meeting,Rep_B
74283,1406,2025-03-06,email,Rep_D
74284,1308,2024-06-25,call,Rep_A
74285,1613,2024-10-01,email,Rep_D
74286,1372,2024-02-26,call,Rep_A
74287,1763,2024-04-09,call,Rep_B
74288,1635,2024-02-05,call,Rep_D
74289,1215,2024-11-19,email,Rep_A
74290,1262,2024-12-26,call,Rep_B
74291,1346,2025-06-12,call,Rep_A
74292,1413,2024-11-08,email,Rep_C
74293,1123,2024-05-30,email,Rep_A
74294,1764,2024-02-04,email,Rep_C
74295,1320,2025-05-25,email,Rep_B
74296,1337,2024-10-03,email,Rep_A
74297,1158,2025-03-01,email,Rep_D
74298,1327,2024-01-09,meeting,Rep_D
74299,1661,2024-10-08,meeting,Rep_D
74300,1065,2024-07-06,meeting,Rep_D
74301,1369,2024-01-18,meeting,Rep_A
74302,1004,2025-03-23,email,Rep_A
74303,1686,2024-10-22,email,Rep_C
74304,1648,2024-07-11,chat,Rep_A
74305,1756,2025-04-09,call,Rep_B
74306,1060,2024-09-14,email,Rep_D
74307,1045,2024-01-03,email,Rep_A
74308,1584,2025-06-28,email,Rep_B
74309,1607,2024-05-27,email,Rep_C
74310,1543,2025-04-24,email,Rep_B
74311,1156,2025-04-16,meeting,Rep_C
74312,1752,2024-04-03,call,Rep_D
74313,1064,2024-09-30,email,Rep_C
74314,1421,2024-01-24,email,Rep_C
74315,1323,2024-07-23,meeting,Rep_B
74316,1109,2025-02-25,email,Rep_D
74317,1463,2024-05-16,call,Rep_B
74318,1580,2024-03-08,email,Rep_D
74319,1547,2024-10-19,email,Rep_B
74320,1251,2024-11-05,email,Rep_A
74321,1510,2025-01-24,meeting,Rep_B
74322,1548,2025-03-14,email,Rep_C
74323,1441,2025-02-05,email,Rep_B
74324,1454,2025-05-02,email,Rep_C
74325,1644,2024-05-08,call,Rep_B
74326,1734,2024-11-24,call,Rep_B
74327,1679,2024-07-26,email,Rep_C
74328,1274,2025-07-09,email,Rep_D
74329,1060,2024-09-11,call,Rep_B
74330,1342,2025-07-07,call,Rep_A
74331,1394,2025-03-19,meeting,Rep_A
74332,1113,2025-02-18,call,Rep_C
74333,1221,2024-10-10,call,Rep_C
74334,1791,2024-09-12,email,Rep_C
74335,1068,2024-10-30,call,Rep_A
74336,1315,2024-06-18,meeting,Rep_C
74337,1467,2025-06-05,email,Rep_C
74338,1263,2025-04-03,email,Rep_D
74339,1781,2025-04-07,call,Rep_A
74340,1131,2024-09-06,email,Rep_D
74341,1424,2024-02-11,call,Rep_D
74342,1267,2025-01-29,email,Rep_C
74343,1720,2024-08-04,email,Rep_D
74344,1212,2025-05-17,email,Rep_B
74345,1563,2025-03-26,chat,Rep_B
74346,1288,2024-03-24,chat,Rep_B
74347,1425,2024-12-13,email,Rep_D
74348,1554,2025-02-03,email,Rep_B
74349,1759,2024-11-23,email,Rep_A
74350,1707,2024-10-23,email,Rep_B
74351,1244,2024-05-11,email,Rep_B
74352,1712,2024-05-16,email,Rep_D
74353,1633,2025-03-19,call,Rep_A
74354,1334,2024-01-11,call,Rep_D
74355,1328,2025-03-25,email,Rep_A
74356,1715,2024-10-30,call,Rep_A
74357,1106,2025-06-24,email,Rep_D
74358,1762,2025-07-29,email,Rep_B
74359,1079,2025-01-17,call,Rep_C
74360,1165,2024-08-25,email,Rep_C
74361,1631,2024-10-01,email,Rep_B
74362,1057,2024-04-27,email,Rep_C
74363,1188,2024-02-27,chat,Rep_C
74364,1052,2024-11-29,call,Rep_A
74365,1072,2025-04-09,email,Rep_D
74366,1753,2024-05-31,meeting,Rep_D
74367,1324,2024-08-30,email,Rep_B
74368,1612,2024-11-16,chat,Rep_B
74369,1338,2025-06-07,call,Rep_D
74370,1155,2024-03-20,call,Rep_C
74371,1059,2024-05-16,call,Rep_B
74372,1275,2025-06-13,call,Rep_A
74373,1771,2024-01-23,meeting,Rep_D
74374,1201,2025-01-13,meeting,Rep_C
74375,1295,2025-01-04,email,Rep_A
74376,1322,2024-08-09,email,Rep_D
74377,1329,2024-09-27,email,Rep_D
74378,1390,2025-05-08,email,Rep_C
74379,1284,2024-04-05,email,Rep_B
74380,1176,2024-05-13,email,Rep_A
74381,1610,2024-10-22,email,Rep_A
74382,1349,2024-08-24,call,Rep_A
74383,1432,2024-11-27,meeting,Rep_D
74384,1694,2025-06-15,email,Rep_C
74385,1382,2025-06-13,email,Rep_C
74386,1272,2024-05-12,email,Rep_D
74387,1492,2024-06-23,meeting,Rep_A
74388,1547,2024-04-03,email,Rep_A
74389,1331,2025-06-19,chat,Rep_C
74390,1599,2024-08-17,meeting,Rep_B
74391,1158,2024-09-16,meeting,Rep_D
74392,1432,2025-04-08,email,Rep_B
74393,1325,2024-10-22,email,Rep_A
74394,1116,2024-03-10,chat,Rep_D
74395,1520,2024-09-09,email,Rep_D
74396,1619,2024-12-29,call,Rep_B
74397,1619,2025-02-18,email,Rep_D
74398,1626,2025-01-07,email,Rep_C
74399,1435,2024-03-09,meeting,Rep_B
74400,1522,2024-06-24,call,Rep_C
74401,1796,2025-02-27,call,Rep_A
74402,1572,2025-05-22,call,Rep_B
74403,1266,2024-01-28,email,Rep_D
74404,1398,2024-01-25,call,Rep_B
74405,1102,2025-01-06,chat,Rep_C
74406,1063,2024-11-12,chat,Rep_C
74407,1687,2024-03-30,call,Rep_A
74408,1709,2024-11-12,email,Rep_D
74409,1511,2025-07-16,email,Rep_D
74410,1222,2024-12-30,email,Rep_A
74411,1436,2024-09-16,email,Rep_C
74412,1190,2025-04-22,email,Rep_D
74413,1640,2024-05-02,email,Rep_D
74414,1334,2024-08-27,email,Rep_C
74415,1558,2024-10-31,email,Rep_A
74416,1581,2024-10-18,email,Rep_C
74417,1301,2025-06-15,email,Rep_D
74418,1351,2024-06-17,call,Rep_B
74419,1570,2024-02-02,email,Rep_A
74420,1728,2025-06-12,call,Rep_B
74421,1115,2024-05-05,meeting,Rep_C
74422,1522,2024-08-06,email,Rep_A
74423,1367,2024-11-02,chat,Rep_A
74424,1269,2025-07-17,call,Rep_A
74425,1086,2024-11-04,email,Rep_C
74426,1378,2024-09-15,email,Rep_A
74427,1147,2024-12-02,meeting,Rep_A
74428,1118,2025-07-14,call,Rep_D
74429,1135,2025-04-16,email,Rep_A
74430,1527,2024-04-07,chat,Rep_D
74431,1206,2025-04-08,call,Rep_A
74432,1233,2025-04-30,call,Rep_C
74433,1066,2025-02-02,meeting,Rep_A
74434,1004,2025-01-14,call,Rep_A
74435,1003,2024-09-11,email,Rep_C
74436,1259,2025-01-05,call,Rep_A
74437,1715,2025-03-01,meeting,Rep_B
74438,1325,2024-03-11,email,Rep_A
74439,1240,2024-05-28,email,Rep_A
74440,1605,2024-04-21,email,Rep_D
74441,1796,2025-04-30,email,Rep_D
74442,1535,2025-01-27,email,Rep_B
74443,1798,2024-09-17,meeting,Rep_C
74444,1318,2025-04-21,meeting,Rep_A
74445,1599,2025-02-17,email,Rep_D
74446,1051,2025-06-11,call,Rep_B
74447,1470,2024-02-14,call,Rep_C
74448,1043,2024-10-20,email,Rep_D
74449,1204,2025-02-11,email,Rep_C
74450,1347,2024-04-29,email,Rep_B
74451,1058,2024-07-07,call,Rep_C
74452,1059,2024-08-29,email,Rep_C
74453,1680,2025-04-03,email,Rep_B
74454,1686,2024-10-11,email,Rep_C
74455,1511,2024-10-11,chat,Rep_B
74456,1318,2024-09-05,call,Rep_C
74457,1433,2024-05-11,email,Rep_D
74458,1372,2025-06-16,chat,Rep_D
74459,1207,2024-07-02,email,Rep_D
74460,1111,2024-11-23,call,Rep_D
74461,1023,2024-03-26,email,Rep_B
74462,1428,2024-09-07,email,Rep_C
74463,1745,2025-06-05,meeting,Rep_B
74464,1787,2025-07-28,call,Rep_A
74465,1684,2024-07-27,email,Rep_C
74466,1011,2024-03-29,email,Rep_B
74467,1572,2024-06-30,email,Rep_C
74468,1744,2024-07-07,call,Rep_C
74469,1747,2025-01-06,email,Rep_A
74470,1515,2024-10-13,call,Rep_D
74471,1144,2025-03-19,meeting,Rep_C
74472,1742,2025-02-08,email,Rep_C
74473,1521,2024-05-25,meeting,Rep_A
74474,1294,2025-03-28,email,Rep_B
74475,1325,2025-05-03,call,Rep_D
74476,1193,2024-12-11,call,Rep_B
74477,1291,2025-06-19,email,Rep_B
74478,1639,2025-03-27,email,Rep_B
74479,1419,2024-12-09,chat,Rep_D
74480,1460,2025-06-06,email,Rep_B
74481,1048,2024-12-12,call,Rep_B
74482,1107,2024-10-27,email,Rep_D
74483,1264,2024-07-24,email,Rep_D
74484,1253,2025-05-24,email,Rep_A
74485,1539,2024-03-11,email,Rep_B
74486,1521,2024-09-30,email,Rep_A
74487,1732,2024-11-06,call,Rep_C
74488,1158,2024-11-16,email,Rep_A
74489,1526,2025-01-11,email,Rep_A
74490,1029,2024-10-18,email,Rep_A
74491,1538,2024-05-28,email,Rep_A
74492,1726,2025-05-09,email,Rep_B
74493,1143,2025-01-14,call,Rep_C
74494,1627,2025-05-10,email,Rep_C
74495,1218,2024-06-08,email,Rep_D
74496,1593,2025-01-02,call,Rep_C
74497,1713,2025-02-16,chat,Rep_A
74498,1067,2024-08-09,email,Rep_D
74499,1761,2025-04-13,call,Rep_A
74500,1144,2024-01-02,email,Rep_B
74501,1141,2024-12-09,call,Rep_B
74502,1346,2024-12-20,call,Rep_C
74503,1465,2024-11-04,call,Rep_A
74504,1096,2024-12-29,meeting,Rep_A
74505,1408,2024-04-06,email,Rep_A
74506,1118,2025-01-30,email,Rep_D
74507,1697,2024-07-12,email,Rep_D
74508,1444,2024-09-17,call,Rep_D
74509,1757,2024-07-11,meeting,Rep_C
74510,1380,2024-09-30,email,Rep_C
74511,1713,2024-12-24,email,Rep_A
74512,1278,2025-04-28,call,Rep_A
74513,1361,2024-10-05,email,Rep_C
74514,1370,2024-07-05,email,Rep_D
74515,1622,2024-10-08,email,Rep_D
74516,1212,2025-02-01,email,Rep_D
74517,1259,2024-07-19,email,Rep_D
74518,1676,2024-08-27,email,Rep_D
74519,1097,2024-11-20,email,Rep_C
74520,1210,2024-06-18,chat,Rep_B
74521,1548,2024-04-30,email,Rep_B
74522,1778,2024-03-22,call,Rep_B
74523,1612,2024-07-22,call,Rep_A
74524,1021,2024-01-28,chat,Rep_A
74525,1729,2024-12-02,call,Rep_D
74526,1433,2024-04-11,call,Rep_A
74527,1616,2024-08-05,call,Rep_C
74528,1371,2024-06-04,email,Rep_B
74529,1393,2024-12-29,call,Rep_C
74530,1624,2025-05-05,email,Rep_C
74531,1219,2024-12-31,email,Rep_C
74532,1504,2024-11-09,email,Rep_D
74533,1632,2025-01-21,email,Rep_D
74534,1761,2024-01-18,email,Rep_D
74535,1096,2024-03-11,call,Rep_A
74536,1432,2024-02-24,chat,Rep_D
74537,1188,2024-02-26,email,Rep_A
74538,1501,2024-05-30,email,Rep_C
74539,1375,2024-11-02,chat,Rep_B
74540,1434,2024-03-07,call,Rep_D
74541,1423,2025-06-23,meeting,Rep_A
74542,1144,2025-05-07,email,Rep_A
74543,1540,2025-07-14,meeting,Rep_D
74544,1499,2024-01-25,meeting,Rep_D
74545,1006,2025-05-06,email,Rep_C
74546,1317,2025-04-08,email,Rep_A
74547,1774,2025-06-04,email,Rep_B
74548,1230,2024-10-31,email,Rep_C
74549,1122,2025-03-30,chat,Rep_A
74550,1495,2024-01-30,email,Rep_C
74551,1706,2024-02-13,call,Rep_C
74552,1617,2024-03-09,meeting,Rep_D
74553,1711,2025-06-11,email,Rep_B
74554,1475,2024-02-05,call,Rep_B
74555,1574,2024-02-27,email,Rep_A
74556,1796,2025-06-20,email,Rep_C
74557,1508,2024-03-02,chat,Rep_D
74558,1592,2025-05-16,email,Rep_A
74559,1175,2025-03-31,email,Rep_A
74560,1521,2024-01-24,call,Rep_A
74561,1692,2024-01-13,call,Rep_B
74562,1271,2024-11-04,call,Rep_C
74563,1674,2025-07-29,meeting,Rep_C
74564,1788,2025-05-22,email,Rep_D
74565,1718,2024-06-27,call,Rep_B
74566,1572,2024-08-10,meeting,Rep_B
74567,1186,2024-08-11,email,Rep_A
74568,1587,2025-02-27,call,Rep_D
74569,1094,2024-07-15,email,Rep_A
74570,1579,2024-03-26,email,Rep_D
74571,1514,2025-03-07,email,Rep_D
74572,1178,2024-09-21,call,Rep_B
74573,1654,2024-02-14,chat,Rep_B
74574,1556,2025-03-31,call,Rep_C
74575,1686,2024-12-03,meeting,Rep_C
74576,1295,2024-10-09,email,Rep_C
74577,1231,2025-01-23,email,Rep_B
74578,1236,2024-10-18,chat,Rep_A
74579,1093,2025-01-09,meeting,Rep_D
74580,1487,2025-05-15,email,Rep_D
74581,1044,2024-12-19,call,Rep_C
74582,1539,2025-01-15,email,Rep_D
74583,1784,2024-12-20,email,Rep_D
74584,1475,2024-11-02,meeting,Rep_B
74585,1039,2024-04-09,call,Rep_B
74586,1385,2024-07-12,email,Rep_D
74587,1435,2025-02-03,email,Rep_A
74588,1289,2024-09-02,email,Rep_C
74589,1248,2024-08-22,call,Rep_D
74590,1562,2025-03-14,email,Rep_D
74591,1359,2024-01-04,chat,Rep_C
74592,1438,2025-01-26,meeting,Rep_B
74593,1795,2024-10-09,email,Rep_C
74594,1209,2024-08-05,call,Rep_A
74595,1124,2024-07-15,email,Rep_D
74596,1761,2024-04-09,email,Rep_D
74597,1403,2024-07-11,email,Rep_D
74598,1284,2024-08-13,chat,Rep_C
74599,1663,2024-09-09,email,Rep_A
74600,1576,2025-01-22,call,Rep_D
74601,1241,2024-09-18,email,Rep_B
74602,1167,2025-04-04,email,Rep_A
74603,1752,2025-01-04,call,Rep_A
74604,1561,2024-04-19,meeting,Rep_A
74605,1699,2024-06-08,email,Rep_A
74606,1148,2024-02-15,email,Rep_B
74607,1701,2025-06-29,email,Rep_A
74608,1623,2025-05-26,email,Rep_B
74609,1265,2024-02-18,call,Rep_C
74610,1501,2024-11-27,email,Rep_C
74611,1279,2025-07-08,call,Rep_C
74612,1749,2025-03-07,call,Rep_C
74613,1159,2024-10-10,email,Rep_B
74614,1060,2024-05-19,email,Rep_D
74615,1499,2024-06-10,email,Rep_B
74616,1317,2025-02-28,email,Rep_C
74617,1587,2025-03-26,call,Rep_D
74618,1488,2024-11-01,email,Rep_D
74619,1465,2024-03-10,call,Rep_D
74620,1228,2025-06-22,email,Rep_D
74621,1666,2025-05-02,email,Rep_A
74622,1356,2024-03-22,email,Rep_C
74623,1466,2024-02-02,call,Rep_C
74624,1799,2024-11-05,email,Rep_C
74625,1753,2024-06-12,call,Rep_B
74626,1227,2024-06-12,email,Rep_C
74627,1169,2024-02-20,email,Rep_C
74628,1284,2025-07-04,email,Rep_C
74629,1262,2025-04-24,email,Rep_B
74630,1364,2024-03-06,call,Rep_C
74631,1521,2025-05-20,email,Rep_C
74632,1098,2025-01-29,email,Rep_A
74633,1012,2024-07-06,call,Rep_C
74634,1784,2025-05-17,email,Rep_D
74635,1583,2024-12-11,email,Rep_B
74636,1417,2025-05-04,meeting,Rep_D
74637,1501,2024-09-27,email,Rep_A
74638,1135,2024-10-15,chat,Rep_C
74639,1259,2024-06-16,email,Rep_B
74640,1517,2024-08-11,email,Rep_A
74641,1751,2024-11-23,chat,Rep_B
74642,1294,2025-06-30,call,Rep_D
74643,1611,2024-12-12,email,Rep_A
74644,1440,2024-03-26,call,Rep_B
74645,1151,2024-01-05,email,Rep_D
74646,1481,2025-05-06,email,Rep_A
74647,1258,2024-07-29,call,Rep_C
74648,1149,2024-06-30,email,Rep_C
74649,1142,2025-04-07,email,Rep_D
74650,1251,2025-06-29,email,Rep_C
74651,1746,2025-03-07,email,Rep_C
74652,1644,2024-04-10,email,Rep_A
74653,1047,2024-08-13,email,Rep_A
74654,1372,2025-03-14,call,Rep_A
74655,1094,2025-06-07,email,Rep_A
74656,1761,2025-07-30,email,Rep_A
74657,1356,2024-10-22,chat,Rep_A
74658,1532,2025-04-19,call,Rep_C
74659,1692,2024-01-27,email,Rep_A
74660,1272,2024-06-13,chat,Rep_B
74661,1429,2024-08-02,meeting,Rep_B
74662,1648,2025-07-16,email,Rep_D
74663,1749,2024-01-02,call,Rep_B
74664,1702,2024-06-26,call,Rep_A
74665,1724,2025-06-20,email,Rep_C
74666,1064,2024-06-25,email,Rep_B
74667,1164,2024-05-09,call,Rep_A
74668,1389,2025-02-25,email,Rep_A
74669,1469,2025-03-06,meeting,Rep_C
74670,1550,2024-09-29,email,Rep_A
74671,1727,2025-06-30,chat,Rep_A
74672,1531,2024-04-26,meeting,Rep_B
74673,1766,2025-06-11,call,Rep_B
74674,1586,2025-03-11,email,Rep_D
74675,1653,2024-07-31,call,Rep_D
74676,1017,2025-04-10,email,Rep_B
74677,1607,2024-03-17,call,Rep_B
74678,1746,2024-03-16,email,Rep_D
74679,1301,2025-06-20,meeting,Rep_D
74680,1088,2024-02-24,email,Rep_B
74681,1563,2024-01-03,call,Rep_A
74682,1245,2024-08-12,meeting,Rep_A
74683,1467,2024-02-29,call,Rep_C
74684,1442,2025-05-12,email,Rep_B
74685,1113,2025-06-16,email,Rep_B
74686,1442,2024-10-05,email,Rep_B
74687,1008,2024-09-02,email,Rep_B
74688,1549,2024-11-07,email,Rep_B
74689,1559,2024-05-10,email,Rep_D
74690,1100,2024-06-20,call,Rep_D
74691,1345,2024-02-28,email,Rep_A
74692,1685,2024-09-14,chat,Rep_A
74693,1753,2024-12-18,email,Rep_B
74694,1481,2025-06-20,call,Rep_D
74695,1703,2025-03-02,email,Rep_A
74696,1342,2025-02-21,chat,Rep_B
74697,1234,2024-06-26,email,Rep_C
74698,1793,2025-05-27,email,Rep_B
74699,1235,2025-06-30,email,Rep_C
74700,1126,2025-06-21,email,Rep_C
74701,1690,2024-01-23,email,Rep_B
74702,1477,2024-12-14,call,Rep_B
74703,1685,2025-01-06,email,Rep_B
74704,1372,2024-06-19,call,Rep_B
74705,1120,2025-07-26,call,Rep_A
74706,1542,2024-06-17,chat,Rep_A
74707,1560,2024-05-04,email,Rep_C
74708,1179,2024-10-06,email,Rep_B
74709,1094,2024-07-05,email,Rep_A
74710,1567,2025-06-17,email,Rep_A
74711,1748,2024-09-10,email,Rep_D
74712,1302,2024-08-24,email,Rep_D
74713,1799,2024-12-27,email,Rep_A
74714,1418,2024-02-16,call,Rep_C
74715,1586,2025-03-12,email,Rep_A
74716,1452,2025-03-19,email,Rep_B
74717,1417,2024-09-30,email,Rep_A
74718,1122,2025-07-05,call,Rep_D
74719,1057,2024-11-30,call,Rep_D
74720,1785,2025-02-05,call,Rep_B
74721,1139,2025-06-17,chat,Rep_A
74722,1199,2025-01-19,call,Rep_B
74723,1721,2024-09-06,email,Rep_C
74724,1785,2024-01-15,email,Rep_D
74725,1361,2025-02-24,chat,Rep_A
74726,1650,2025-07-10,call,Rep_A
74727,1410,2024-09-28,call,Rep_C
74728,1646,2024-07-15,call,Rep_C
74729,1528,2024-10-26,email,Rep_D
74730,1615,2025-02-24,meeting,Rep_C
74731,1243,2024-01-01,email,Rep_D
74732,1090,2025-05-26,email,Rep_D
74733,1516,2025-05-26,email,Rep_B
74734,1062,2024-11-08,call,Rep_B
74735,1212,2024-03-11,email,Rep_D
74736,1248,2025-01-22,email,Rep_A
74737,1704,2024-03-20,call,Rep_B
74738,1497,2024-10-19,email,Rep_A
74739,1056,2024-02-24,email,Rep_C
74740,1459,2024-12-05,call,Rep_A
74741,1289,2024-07-02,call,Rep_C
74742,1543,2025-04-24,email,Rep_D
74743,1470,2025-04-06,call,Rep_D
74744,1389,2025-07-30,email,Rep_D
74745,1421,2024-05-28,email,Rep_C
74746,1513,2024-02-05,email,Rep_A
74747,1710,2024-09-12,email,Rep_B
74748,1557,2024-02-18,call,Rep_B
74749,1559,2024-04-12,email,Rep_A
74750,1734,2024-12-10,email,Rep_B
74751,1798,2024-12-07,email,Rep_C
74752,1081,2024-01-25,meeting,Rep_C
74753,1444,2024-09-12,email,Rep_B
74754,1792,2024-11-01,chat,Rep_B
74755,1287,2024-06-03,chat,Rep_C
74756,1284,2025-05-18,call,Rep_A
74757,1491,2024-04-02,meeting,Rep_B
74758,1388,2024-05-26,email,Rep_B
74759,1701,2024-03-31,email,Rep_D
74760,1551,2024-03-08,chat,Rep_D
74761,1595,2025-05-22,email,Rep_A
74762,1408,2024-06-09,email,Rep_C
74763,1327,2025-02-20,email,Rep_A
74764,1176,2024-09-03,call,Rep_A
74765,1521,2025-01-01,email,Rep_A
74766,1790,2025-06-19,email,Rep_B
74767,1383,2025-05-02,meeting,Rep_C
74768,1258,2024-02-09,email,Rep_C
74769,1347,2025-05-02,call,Rep_B
74770,1272,2024-09-17,email,Rep_A
74771,1261,2024-07-21,email,Rep_D
74772,1396,2025-01-22,email,Rep_B
74773,1692,2025-07-02,email,Rep_A
74774,1154,2024-02-24,call,Rep_A
74775,1527,2025-03-19,call,Rep_A
74776,1067,2024-04-27,email,Rep_A
74777,1699,2024-08-07,meeting,Rep_D
74778,1348,2025-05-19,email,Rep_D
74779,1063,2024-11-10,email,Rep_B
74780,1356,2024-02-08,meeting,Rep_A
74781,1281,2024-10-20,email,Rep_B
74782,1041,2025-03-31,call,Rep_A
74783,1540,2024-11-01,email,Rep_D
74784,1367,2024-04-06,email,Rep_B
74785,1277,2024-09-13,call,Rep_C
74786,1221,2025-06-17,email,Rep_B
74787,1729,2025-01-14,email,Rep_C
74788,1734,2025-02-25,email,Rep_B
74789,1061,2025-03-29,email,Rep_D
74790,1103,2024-02-22,meeting,Rep_C
74791,1185,2024-12-01,meeting,Rep_D
74792,1147,2024-08-04,call,Rep_B
74793,1075,2024-03-21,email,Rep_D
74794,1473,2024-04-26,email,Rep_A
74795,1001,2025-03-26,call,Rep_C
74796,1416,2024-04-03,email,Rep_A
74797,1469,2024-06-29,email,Rep_C
74798,1365,2024-06-13,meeting,Rep_D
74799,1674,2024-01-29,email,Rep_D
74800,1017,2024-09-23,call,Rep_A
74801,1510,2025-03-17,email,Rep_A
74802,1755,2024-01-13,call,Rep_B
74803,1439,2024-03-05,email,Rep_A
74804,1531,2025-02-19,meeting,Rep_C
74805,1059,2024-12-08,email,Rep_C
74806,1713,2025-02-16,meeting,Rep_C
74807,1115,2024-05-12,email,Rep_B
74808,1203,2025-04-08,call,Rep_B
74809,1543,2024-10-03,meeting,Rep_C
74810,1194,2024-12-18,email,Rep_A
74811,1472,2024-02-23,email,Rep_D
74812,1106,2024-04-28,chat,Rep_B
74813,1126,2025-03-22,email,Rep_A
74814,1414,2024-05-09,call,Rep_B
74815,1615,2024-02-23,email,Rep_B
74816,1675,2024-12-10,call,Rep_D
74817,1510,2024-11-12,email,Rep_B
74818,1501,2024-12-16,call,Rep_B
74819,1121,2024-12-22,email,Rep_D
74820,1752,2024-10-15,email,Rep_C
74821,1607,2024-10-11,email,Rep_B
74822,1208,2025-06-17,call,Rep_B
74823,1661,2024-11-04,email,Rep_C
74824,1350,2024-12-22,email,Rep_C
74825,1193,2024-06-03,call,Rep_C
74826,1654,2025-05-17,email,Rep_C
74827,1784,2024-01-15,meeting,Rep_A
74828,1393,2024-11-17,call,Rep_C
74829,1497,2024-08-09,call,Rep_C
74830,1392,2024-12-14,email,Rep_C
74831,1713,2024-07-26,call,Rep_A
74832,1674,2025-02-18,email,Rep_D
74833,1109,2024-01-12,meeting,Rep_C
74834,1470,2024-08-22,email,Rep_A
74835,1350,2025-04-24,email,Rep_B
74836,1775,2024-05-24,email,Rep_D
74837,1722,2024-01-31,chat,Rep_A
74838,1149,2024-10-13,call,Rep_C
74839,1256,2025-07-17,email,Rep_D
74840,1389,2024-02-07,chat,Rep_A
74841,1199,2024-02-10,email,Rep_A
74842,1443,2024-12-09,call,Rep_A
74843,1186,2024-05-24,call,Rep_A
74844,1344,2024-08-24,meeting,Rep_A
74845,1677,2025-04-24,email,Rep_A
74846,1108,2024-04-24,email,Rep_A
74847,1595,2025-02-19,call,Rep_A
74848,1080,2024-10-18,email,Rep_B
74849,1253,2025-06-06,email,Rep_B
74850,1025,2025-07-15,call,Rep_C
74851,1283,2024-10-06,call,Rep_C
74852,1563,2024-12-03,email,Rep_C
74853,1620,2025-03-06,email,Rep_C
74854,1238,2024-07-02,email,Rep_C
74855,1316,2024-05-10,call,Rep_C
74856,1463,2025-07-10,call,Rep_B
74857,1698,2024-09-06,meeting,Rep_B
74858,1592,2024-01-01,call,Rep_B
74859,1608,2025-04-28,call,Rep_A
74860,1382,2024-12-12,email,Rep_A
74861,1465,2024-04-07,email,Rep_C
74862,1150,2024-01-18,call,Rep_D
74863,1352,2024-06-17,email,Rep_B
74864,1442,2025-06-19,chat,Rep_D
74865,1395,2025-06-22,meeting,Rep_C
74866,1365,2024-06-28,email,Rep_B
74867,1006,2025-04-27,email,Rep_D
74868,1534,2024-09-11,email,Rep_B
74869,1220,2025-01-12,call,Rep_D
74870,1012,2024-07-11,call,Rep_C
74871,1795,2024-10-24,email,Rep_C
74872,1385,2024-06-18,meeting,Rep_A
74873,1704,2024-02-05,call,Rep_D
74874,1458,2024-03-21,email,Rep_B
74875,1225,2024-06-16,email,Rep_D
74876,1336,2025-07-17,email,Rep_A
74877,1167,2025-07-11,email,Rep_A
74878,1316,2025-04-22,email,Rep_A
74879,1116,2024-05-14,email,Rep_A
74880,1498,2024-09-11,chat,Rep_B
74881,1148,2024-09-10,email,Rep_B
74882,1036,2024-08-11,email,Rep_A
74883,1407,2024-01-26,email,Rep_B
74884,1385,2024-11-04,call,Rep_A
74885,1757,2024-02-12,call,Rep_C
74886,1411,2025-04-07,meeting,Rep_A
74887,1308,2025-02-02,call,Rep_C
74888,1642,2024-07-22,call,Rep_A
74889,1240,2025-01-08,email,Rep_A
74890,1367,2024-05-14,call,Rep_B
74891,1304,2024-06-02,email,Rep_C
74892,1617,2024-06-30,call,Rep_B
74893,1167,2025-04-04,email,Rep_A
74894,1554,2024-05-01,meeting,Rep_C
74895,1766,2024-11-20,email,Rep_A
74896,1301,2024-04-25,email,Rep_C
74897,1205,2024-06-13,call,Rep_D
74898,1195,2024-05-15,call,Rep_C
74899,1171,2025-01-07,email,Rep_D
74900,1762,2024-10-30,email,Rep_A
74901,1616,2025-02-20,email,Rep_A
74902,1402,2024-05-06,email,Rep_B
74903,1039,2024-01-06,email,Rep_D
74904,1748,2025-01-27,email,Rep_B
74905,1646,2024-03-07,meeting,Rep_D
74906,1252,2024-05-22,call,Rep_A
74907,1682,2024-06-25,email,Rep_B
74908,1283,2025-03-06,email,Rep_D
74909,1207,2024-12-27,email,Rep_B
74910,1500,2024-04-16,email,Rep_A
74911,1143,2024-12-10,call,Rep_D
74912,1019,2025-02-12,email,Rep_C
74913,1702,2024-08-12,meeting,Rep_D
74914,1576,2024-05-21,email,Rep_A
74915,1742,2025-01-26,email,Rep_D
74916,1687,2024-12-18,chat,Rep_B
74917,1020,2024-02-14,email,Rep_A
74918,1788,2025-01-19,email,Rep_A
74919,1448,2024-10-08,email,Rep_C
